,consistentinconsistent,femininemasculine,beneficialharmful,demotivatemotivate,ethicalunethical,satisfiedunsatisfied,flexiblerigid,amateurprofessional,privatepublic,modernoutdated,foreignersnatives,internationallocal,sustainableunsustainable,analoguedigital,conservativeprogressive,globallylocally,individualismteamwork,biasunbias,communicativeuncommunicative,obscuritytransparency,followerinnovator,longtermshortterm,marketingsecret,diversityuniformity,managerworker,declinegrowth,demandsupply,problemsolution,intangibletangible,lossprofit,diplomaticundiplomatic,rewardingunrewarding,autonomousmicromanagement,productservice,ambiguityclarity,seasonaltemporary,impulsivestrategic,mistrusttrust,goaltask,nonrenewablerenewable,advertisingsecretive,innovativetraditional,purchasersupplier,corruptionintegrity,corporateindividual,insidersoutsiders,economicoverpriced,consultantemployees,environmentpollution,connecteddisconnected,costrevenue,discriminationimpartial,collaborationsilo,challengeobscurity,essentialluxury,commitmentrejection,childchildless,riskysecure,localwidespread,artisanalfinancial,demandingeffortless,leasesell,naturaltechnical,onlinestore,familywork,spectatorsstakeholders,majorityminorities,isolatingsocial,detailsoutlines,goodiessalary,allianceproprietorship,physicalremote,credibledeceptive,dependentindependent,bankruptcyprosperity,pressurerelax,opportunitythreat,criminalrightful,neglectresponsible,disorderorder,captivefreedom
E.ON,-0.14684719,-0.19094016,-0.031604227,0.07525419,-0.0010920728,0.13275589,0.12334688,0.08594073,0.04341533,0.026043724,0.08972985,-0.15032338,0.13744025,0.24513596,0.030184777,0.27645218,0.026392715,-0.05255111,-0.09834632,-0.079629645,-0.0349043,-0.08960145,-0.12975815,0.16683723,0.15965131,0.102833055,-0.2135488,0.009349557,0.08307808,-0.2720104,-0.038972363,0.07310597,0.04281637,0.0018932176,0.006871904,-0.10887209,-0.022268308,0.03768653,0.055050626,-0.31979123,0.115966424,-0.084450066,0.019442618,0.12357817,-0.06758042,-0.19361976,0.1323904,-0.073391624,-0.069146216,-0.03476626,0.09540195,-0.08171024,-0.079401754,0.043081917,0.0034225807,-0.03174577,-0.13444585,-0.06557942,-0.08370094,0.0033784108,-0.10146738,-0.05810314,0.008404645,0.010230071,-0.0048396518,-0.017943688,0.11109264,-0.13077655,-0.0077589797,-0.011726712,0.058028303,0.16494934,-0.029983258,0.053600866,0.1995395,0.19081245,0.14188753,-0.018459132,0.033044353,-0.059455026,0.02576789
PepsiCo,-0.17334937,0.02539502,0.18746063,0.032423694,-0.015899763,-0.056975,-0.15490459,-8.481918e-05,0.12313148,-0.16327873,0.14835082,-0.026683671,0.260141,-0.23975888,0.029629258,0.28816962,-0.08556666,-0.06979697,-0.057153437,-0.01244599,0.08761953,-0.039593086,-0.007389735,0.2542742,-0.10024613,0.09543111,-0.068962574,-0.08746956,0.08970776,-0.119152874,0.18900265,0.03993477,0.034322366,0.15507261,0.055789128,0.12715927,0.079269454,0.0005732013,-0.026615325,-0.098534666,0.19893834,0.06138967,0.02463926,0.05863136,0.22528741,-0.13346766,0.08062391,-0.04613174,-0.14850844,-0.065519296,-0.04111976,0.03882589,-0.0050983434,0.027060678,0.07306522,0.054646954,-0.05046741,0.14342417,-0.050475586,0.038650863,-0.056952372,-0.08984716,0.234337,-0.20803712,0.09550743,-0.115275875,0.0073948493,-0.0016609813,0.050968267,-0.058340658,0.035267293,0.07687766,0.024730643,-0.026278622,0.09480711,0.043449827,-0.05114736,-0.036222808,-0.09730494,-0.15362214,-0.07358605
Tencent_Holdings,-0.18428269,0.07392273,0.13013212,-0.0699001,0.0687441,0.09053625,0.03633056,0.15021266,0.28124446,-0.03572328,0.19201155,-0.103027575,0.05359981,-0.08223454,-0.01234364,0.22337104,-0.109083645,-0.19636902,0.101897344,-0.03390728,-0.1681801,-0.11461085,0.066319875,0.104021594,-0.04674035,-0.11063771,0.02995207,0.034353662,0.11126163,-0.11488299,0.0005763848,-0.2580837,-0.08538602,-0.09176861,0.13870929,0.0592702,-0.055935442,-0.15181832,0.051464286,0.05247627,0.055849846,0.016796496,-0.07671998,0.1582853,0.022073915,-0.01060112,-0.12923667,-0.08912965,-0.031688288,0.01849467,-0.31374195,-0.022026252,-0.010496072,-0.048173506,0.020395974,0.029872078,-0.083030105,0.03762063,-0.006022833,0.01693758,0.038118534,-0.19636203,0.02812334,0.14942837,0.20061271,0.04391,0.1648485,-0.029954815,0.11356708,-0.11985093,0.124754496,-0.00058266986,-0.016365997,-0.0050529754,-0.012828344,0.024786701,-0.15523513,-0.09863244,0.041781656,0.10945706,-0.1413922
Albertsons,0.055860408,-0.12801565,0.17607579,-0.0043486324,0.031439193,0.10474627,0.021837285,0.029211765,0.06588314,-0.21300587,0.18203858,-0.04285798,0.17821676,-0.23106618,0.026723115,-0.16879295,0.17173412,-0.1542581,-0.03045737,-0.048820708,-0.10355721,0.024139395,-0.095550105,0.12531048,-0.021590931,0.039616525,-0.14352413,-0.13499843,0.032514036,-0.029872393,0.10840692,0.054894917,-0.036490567,0.11238907,-0.00761209,0.10480434,0.09964425,0.006966341,0.023983015,0.06079902,0.13559997,-0.039168127,0.1278403,-0.026375508,0.074122794,-0.08099461,0.047503456,-0.17976287,-0.028333353,-0.045245633,0.017948873,-0.04765256,0.008230202,-0.036900956,0.14906083,-0.011657122,-0.13762839,0.09614905,0.015239262,0.055974506,0.041218642,-0.014122679,0.105381615,-0.4081074,0.027865928,-0.0770917,0.009736443,-0.031774938,0.07418099,0.0046226364,0.23075128,-0.0044328566,-0.14154372,-0.037759606,0.25196642,0.19562928,0.04863302,-0.08429441,0.1407217,0.0149489865,0.065713555
BASF,-0.15876447,-0.00444687,0.005441056,-0.06237048,0.0031935878,0.089446574,0.05003475,-0.3118368,-0.0017390278,-0.030113256,-0.07240142,-0.14940049,0.13481675,0.23869967,0.19652994,0.29469535,-0.10190594,-0.026820917,0.01651618,-0.06893351,-0.07593195,-0.034864593,-0.043509487,0.05951986,-0.06478646,0.06996977,-0.0072030644,-0.0058170534,0.13009854,-0.28529155,0.05159756,0.015547973,0.06709091,0.1773958,0.07288028,-0.0034539849,-0.13403739,0.0018731559,0.006643166,-0.054314736,0.13828495,0.20195243,-0.10386226,0.04821147,0.06834431,-0.21563008,0.19521327,-0.16142794,-0.22883633,-0.032221604,0.18217346,-0.12475716,-0.018764125,-0.09396582,-0.015322441,-0.069087744,-0.11228189,-0.04101632,-0.04026553,0.1081569,-0.036310166,-0.020538734,0.08257352,0.007373333,-0.014986676,0.004271152,0.0686303,0.073282555,0.015245768,-0.0049011107,0.052834447,0.17681086,0.020097632,0.15378642,0.07207292,0.11340947,0.014620665,0.047103245,-0.020685116,-0.046493582,0.010645729
FedEx,-0.13520905,-0.22808439,-0.10094151,-0.10070428,-0.050573308,-0.04766298,2.8185585e-05,-0.1300894,0.24491806,-0.16532028,0.08062355,0.2057257,0.19937693,-0.19770476,0.11783784,-0.12915322,0.024364544,-0.1832883,-0.10268144,-0.05460248,0.2338748,-0.013961574,-0.040146343,0.10344053,-0.08616202,0.047566507,0.056109678,0.07514095,0.17014791,-0.030241577,0.106049314,0.1206587,0.09671124,-0.14921796,-0.07979662,0.08318982,-0.08456718,0.2186704,-0.043266263,0.14025095,0.14860848,0.15528378,0.008884222,-0.107094295,0.1835232,0.085074335,0.1472768,-0.22057453,0.0091475705,0.06788599,0.09607157,0.053203538,0.06307062,-0.03282216,-0.049680885,-0.08840428,0.08864132,0.08009086,0.012141383,-0.021260502,-0.14271893,0.040188957,-0.036263242,-0.13175416,-0.06903675,0.09752587,0.026124924,-0.07841009,-0.025230497,0.02562361,-0.045681115,-0.07113652,0.032423258,0.0701996,0.08527916,0.10782481,-0.045220304,-0.12590218,-0.033999126,-0.0370208,0.010321205
MetLife,-0.035026953,-0.20768256,0.16558501,-0.06720025,0.08875108,0.11454969,-0.0629712,-0.2058857,0.15479201,-0.2186048,0.049634255,-0.05163116,0.058259305,-0.18410607,0.06485539,0.14350498,0.06754304,-0.004949281,-0.084204525,0.0021306302,0.04623066,-0.1371428,0.086947896,0.2304923,0.032080904,0.09401537,0.13271776,0.011931603,-0.00747871,-0.16205963,0.18840404,0.07208025,0.022467144,0.030281426,0.025124783,0.03249366,-0.1779268,-0.18831547,0.1063237,-0.01881783,0.014750517,0.054765802,0.19133729,0.0008535806,-0.07482735,0.030788079,0.047401644,-0.13088925,0.07118239,0.026254138,0.16153908,0.057832412,0.064125076,-0.018786991,0.18143173,-0.16304882,-0.06414643,0.20744272,-0.08109345,-0.16742416,-0.1355319,0.10824472,0.0993296,-0.12155013,-0.027939964,0.046749167,-0.10420625,0.018634057,0.15695958,-0.06447769,-0.0012365696,0.027993122,-0.087983616,-0.17187946,-0.07194644,-0.07912547,-0.14489953,-0.023275927,0.1306843,0.03738525,0.116905205
Freddie_Mac,-0.057111308,-0.15974371,-0.005768275,-0.037476882,0.16862194,0.14032508,-0.029752534,0.15623385,0.287113,-0.021325579,0.14543775,-0.051296715,0.006737532,-0.026026284,0.028125685,-0.083313316,-0.02079625,-0.1302456,0.12373591,-0.15722908,-0.01717639,-0.16669422,-0.039332747,0.060778964,-0.055861145,0.1787326,0.047795817,-0.073359035,-0.13528112,0.20558025,0.26897714,0.05391999,-0.07277233,0.20834573,0.04167509,-0.08065916,0.0425928,0.04131877,0.016580258,0.054028396,0.01775471,-0.07994386,0.10684621,-0.0397253,0.17704913,0.051704872,-0.028976347,-0.08866468,0.038525604,0.063471876,0.0012114607,-0.08005218,-0.061970346,0.00022529521,0.14370266,0.09351209,-0.06630627,0.25069892,0.034760337,-0.29459655,-0.05397144,0.034984753,0.102144085,0.05745306,0.01487667,-0.0852136,-0.1498021,-0.038662,0.005987619,-0.08503715,-0.03273831,-0.19261877,-0.14000851,-0.09680286,0.1460479,-0.011847602,-0.059667904,-0.063299,0.17491084,0.045518342,0.006630408
Lockheed_Martin,-0.039015997,-0.33282936,-0.20588127,-0.10483283,0.034651037,-0.048894,0.033155404,0.06722492,0.13172482,-0.08070903,0.016523171,-0.044574298,-0.18220697,-0.009716865,0.12512901,-0.001255529,-0.23817347,-0.08067505,0.016376493,-0.016514136,0.0003412171,-0.052160133,-0.11690452,0.12888864,-0.03328083,0.14192006,-0.18345886,-0.10320461,0.0829723,-0.015941499,0.13946237,0.13218082,-0.003820422,0.04730133,0.15402447,0.1752854,-0.18989418,-0.070666656,0.016827349,-0.045408335,0.05402857,0.12592322,-0.06129773,-0.13123572,0.26098335,-0.15951236,-0.01649979,-0.11698903,-0.066485725,-0.0020692763,0.14223301,0.13120702,-0.026301216,-0.081474,-0.10673235,-0.070735626,-0.051783387,-0.023606235,-0.05134633,0.014835561,0.014225499,0.1783582,-0.0824225,0.03043572,-0.056060508,-0.08482011,-0.069626205,0.0489267,-0.0033640843,0.070116326,0.027485553,0.060370706,0.22951739,0.0886931,-0.06125684,0.20332697,0.10280349,0.052600045,-0.14638193,-0.025064824,-0.1300502
Walt_Disney,0.26218754,0.0967768,0.037303034,-0.18266657,-0.021317437,0.09482457,-0.22992453,0.010584849,0.020532876,-0.1252476,0.12934338,0.036279425,0.04851287,-0.2532638,0.23944412,-0.08563352,-0.079535216,-0.101092026,0.053845905,0.21107918,-0.28801662,0.05489133,0.12343292,0.25391766,-0.17405094,0.104684,0.019063339,-0.032527808,0.0049524414,-0.11460316,-0.05867805,-0.16657989,-0.13270126,-0.040524982,-0.02516152,0.059351936,-0.027409045,-0.06352379,-0.08629624,-0.029741686,-0.030596074,0.14323676,0.15628858,-0.015639465,0.15326051,-0.04658287,0.06315279,-0.144998,-0.1556316,0.05266867,0.03616136,0.07066165,0.1065811,0.034302913,0.011446922,-0.03537051,-0.015733533,0.13304229,-0.04673406,-0.08230427,0.11731663,0.013953865,0.05753992,-0.094858214,0.14204475,-0.01362993,0.046116475,0.18103968,0.087039925,0.02605021,0.00019283203,0.010367655,-0.061883714,-0.0010027062,-0.09951314,-0.1245114,0.069387875,-0.038783476,0.071302116,-0.06449945,-0.023637071
Archer_Daniels_Midland,-0.15740754,-0.21496072,0.119605936,-0.05636062,0.03851136,0.0007777302,-0.069773145,0.0292756,0.17268571,0.0062426794,0.06943502,0.06374758,0.06567458,-0.13316564,-0.0060110376,0.0047599655,-0.15883137,-0.20308222,0.060876697,0.04756754,-0.093081206,-0.04753333,0.06994455,0.28272888,-0.262877,0.17995027,-0.14351721,0.13177155,0.048367113,-0.2475037,-0.09746002,0.044003785,-0.012394363,0.11763986,0.016906701,0.11016322,0.116782084,0.06945124,-0.04109866,-0.1485199,-0.09135068,0.0790976,0.058173012,0.0751716,0.20698795,0.07248411,0.15644814,-0.12031622,-0.12603568,0.10121937,-0.10147523,-0.15006761,-0.16734008,-0.024767233,-0.029864285,-0.04602588,-0.039382413,-0.051810443,0.006676455,0.0033960766,0.12257993,-0.019514283,0.10735116,-0.06714121,0.029392304,-0.113739274,0.05985928,0.09044029,0.09342979,0.015395777,0.10204577,0.119646266,-0.13639808,0.014945132,0.02601242,0.21118987,0.13596332,0.06750449,0.06663833,-0.065299764,-0.008930316
Siemens,-0.2387946,-0.16349925,0.00092894724,-0.007650046,0.10987788,0.19883199,-0.020576857,-0.13485506,0.1367006,0.0944769,0.18036486,-0.2724775,0.18633239,0.1877465,0.057218835,0.19971284,-0.07698606,0.048936058,-0.062907204,-0.025844373,-0.07568302,0.02305994,0.06935145,0.080690354,0.07359763,0.082386605,-0.07722849,-0.08121908,0.1811167,-0.15948981,-0.09007921,0.13149431,0.024004882,0.10324013,0.08549992,-0.1610699,-0.09501895,-0.02709423,-0.03131605,-0.1720455,-0.016012045,0.04838397,-0.13455097,0.19372539,0.0693371,-0.09048311,0.06938,-0.17941213,-0.22484757,0.059460305,0.04135032,-0.067537665,0.059505317,-0.057708196,0.0058592204,0.019373998,-0.012140323,-0.056859385,-0.26518106,-0.028438734,-0.012694469,-0.052575793,-0.04535795,-0.031243829,0.018136658,0.04463516,0.003778428,-0.011617787,0.029209562,-0.0033388867,0.045591943,0.041131545,-0.034711357,0.07863561,0.014876686,0.21499628,0.09426249,0.08374059,0.07797875,-0.18429819,0.03821421
Sinochem,-0.087318294,0.011108484,0.06256384,0.09635602,-0.05041443,-0.017359449,0.11054827,0.02347074,0.24367782,-0.016848858,0.21474893,-0.12086208,0.1871332,0.23968914,0.23532541,-0.02644597,-0.04097685,-0.18573001,0.07112937,-0.07819489,-0.11455137,-0.13399507,0.13710554,0.10523717,-0.09070653,0.0021658274,-0.13683262,0.029460136,0.112979345,-0.11324842,0.25513995,-0.19848152,-0.02117236,0.11955624,0.03230069,0.13503198,-0.14303508,0.015964773,-0.12636247,-0.1739206,-0.21857794,0.038210254,0.03814504,-0.032569524,0.021269104,-0.018700186,-0.037520006,-0.024538344,-0.20337708,0.07677185,-0.1933647,0.057115786,-0.1538241,-0.022683132,0.09604721,-0.043701854,0.033883024,0.049465053,-0.04747084,0.038367316,0.08463425,-0.008432892,0.17156407,0.03882739,0.078131795,-0.099642046,0.06061774,0.048864584,0.053945936,-0.13992399,0.18529011,0.06837834,0.044938713,0.029398318,0.007003963,-0.0039728945,0.07845262,0.05959487,0.055865712,0.06511403,-0.021560926
Panasonic,-0.17882442,0.059293702,-0.00017293124,0.0024763292,0.034745477,0.14355531,0.00086727017,-0.039598167,0.011808009,-0.10154418,0.05109558,-0.07030964,0.15843287,-0.1627214,0.03980691,0.2334772,0.105181314,-0.10427452,-0.08132927,0.023693915,0.10911748,-0.17513087,0.12189277,-0.03296665,0.06627869,0.2513717,0.14740032,0.013393221,0.23723628,-0.23647112,0.24050307,0.00020557483,0.0077853673,0.14318003,-0.25821456,-0.037825927,-0.025577353,-0.01692627,-0.05387988,-0.14812548,-0.043974776,0.10535965,-0.18173438,-0.06340674,0.16469388,0.011479462,0.063636884,-0.23150441,-0.00969082,0.007092458,0.1341504,0.09812067,0.13019995,0.043468248,0.014727925,0.1216184,-0.07226966,0.0006346722,-0.025418192,0.113220006,-0.15676312,0.03882606,-0.02100057,-0.05580518,-0.003201225,0.09671722,0.12240682,0.107093744,0.027671155,0.034697197,-0.06452735,-0.12757517,-0.026621368,-0.09391767,-0.085910894,0.10255939,-0.0464925,0.010575518,0.046775382,0.10561673,0.08732674
Reliance_Industries,-0.16720402,-0.10554318,0.2828102,0.035016876,0.026081493,0.19119748,0.0036197098,-0.07716562,0.1959015,0.07218822,0.14149003,0.045106605,0.13591713,-0.11357119,0.06525997,0.22854467,0.087528765,-0.039825708,0.13132651,0.005514241,-0.17530456,-0.22737181,-0.03214772,-0.0108664185,-0.13487005,0.117044054,-0.23883511,-0.026268737,0.20754759,-0.13581072,0.07043935,0.022058392,-0.14129685,-0.025193015,-0.03143927,-0.07334254,0.04950778,-0.026267964,-0.05221367,-0.038513776,-0.0061524506,0.08836019,0.08217568,0.15328576,-0.0072499355,-0.0021916102,0.06044513,-0.12626167,-0.24967551,-0.18533802,-0.10287,-0.14312437,-0.09659597,0.032682057,-0.07179321,-0.01645978,-0.13440949,0.08213066,-0.027985984,-0.00055142737,0.04909455,-0.018628145,0.07555351,-0.0766591,0.12023525,-0.13171889,0.013595667,0.028937766,-0.012276661,0.06828667,0.09539614,0.19841014,0.014868284,0.021290686,0.017827006,0.12525606,0.066310555,-0.13248403,0.07408075,-0.07483693,0.06985391
Brookfield_Asset_Management,0.016013643,0.09034611,0.31160325,0.09684297,-0.04013637,-0.046253566,-0.02275913,0.18055795,0.052329462,-0.01647175,0.09538654,-0.08455145,0.011887544,-0.056366045,-0.08310137,0.11656228,0.014339293,-0.15565112,-0.17857203,0.008798962,-0.17216854,-0.024336422,0.06753362,0.2129597,0.14292467,-0.081332564,-0.08134563,0.05776709,0.06942951,-0.21825892,0.10097263,-0.17631398,-0.02494098,-0.11675672,-0.029016728,-0.03108885,0.04913352,-0.29795277,-0.13376041,-0.3331449,0.06529502,-0.09241909,0.0688075,0.11159289,0.09547528,0.017720839,0.1494347,-0.02776535,-0.035490587,0.027036155,0.063160546,-0.09978793,-0.07177131,-0.032460045,0.012660964,-0.085253686,-0.02547468,0.01647511,-0.06328762,0.09666497,-0.11707715,0.026979093,0.107944496,-0.053068113,0.05022075,-0.16312812,0.04160202,0.19622478,-0.015173076,-0.032833073,0.095584586,0.1984043,0.050632644,-0.010740383,0.124249406,0.030460134,-0.08495885,0.015633743,0.13895942,-0.011020446,-0.037080143
Aviva,0.18380882,0.21665561,0.024702739,0.14200418,0.09642832,0.24672762,-0.034980223,-0.08791665,0.104619406,-0.1551802,-0.015532312,-0.009402841,0.02519213,0.051153377,-0.083887875,0.17028242,-0.023733225,-0.12891084,-0.2386675,-0.040035352,0.101492606,-0.16131811,-0.01684042,0.1971377,0.18232906,-0.013836935,0.17751497,0.013027811,0.00209289,-0.19359331,-0.007880044,0.00068817614,0.06685916,0.0059284526,0.065352455,-0.09452927,-0.086047985,-0.16001423,-0.027325572,-0.18637006,0.08592513,0.03368389,0.06295065,-0.051327582,-0.021398518,0.02925829,0.10158787,-0.029066337,0.11410553,-0.1458775,0.30591127,0.1402982,0.07598958,0.023749327,0.09031,-0.22263503,-0.08646247,0.08238392,-0.014953216,-0.003990222,-0.12426323,0.0055477438,0.10455816,-0.04307378,0.013750527,0.14720905,-0.108527295,-0.04068899,0.06450456,-0.032427404,-0.013617549,0.07044938,-0.061303426,-0.13767377,-0.0049762726,0.03467195,0.025832634,-0.04892489,0.057524987,0.09279812,0.19517875
China_Vanke,-0.20918244,-0.056896474,0.16244957,-0.113759674,0.059634704,0.101507306,-0.015960015,-0.028112149,0.18894026,0.1874106,0.16907874,-0.22684151,0.04167668,-0.02572181,-0.08868436,0.119743824,-0.031676773,-0.10571452,0.12297416,-0.07080626,-0.2730699,0.004739478,0.030767346,-0.0100616645,0.005347276,0.17304122,-0.08152395,0.1217016,0.21127203,-0.12686345,-0.11876206,-0.1377421,-0.19183628,0.024340542,0.05814634,-0.07335522,0.043175396,-0.112835884,-0.017503645,0.0011550655,0.034629684,0.06746361,0.077303745,0.21580228,0.002671293,0.06240112,0.19325846,-0.10928743,-0.1613484,-0.09638528,-0.22707684,-0.15262519,-0.037829865,-0.048692435,-0.08540706,-0.006740545,-0.22826399,0.050145496,0.03247258,0.0042633796,0.13643913,-0.087538235,0.10163661,0.0109418295,0.111097686,-0.08304312,-0.011417614,0.17497557,0.056796696,-0.015245425,0.08793216,0.05996127,0.040440734,0.025788352,-0.052305672,-0.019849781,-0.026084866,-0.04913485,-0.002304081,-0.04288102,-0.09315539
ChemChina,0.0011397254,0.13728917,0.1357406,0.101603396,-0.060608003,0.037565507,-0.03658193,0.03135652,0.17557926,0.0025390647,0.1276008,-0.12262802,0.07134074,0.18748116,0.18505186,0.1403125,-0.05558699,-0.15130125,0.14809088,0.04651275,-0.1597502,-0.0988012,0.09814107,0.15436025,-0.07848877,-0.045218788,-0.11112122,-0.036458198,0.02599204,-0.13087451,0.08007219,-0.11205902,0.07904335,0.07665267,0.07275446,0.020505443,-0.14340936,0.05461868,-0.19210505,-0.11213132,-0.035441753,0.12110001,0.16092154,-0.026230112,0.11337295,-0.07669255,0.010891915,-0.021327797,-0.39677233,0.056421816,-0.0553321,0.0016648712,-0.02878429,-0.088977925,0.0564094,-0.014695281,0.027259436,-0.09408051,-0.0108867595,0.14107047,0.124063775,-0.1858688,0.14504857,-0.028667556,0.09708345,-0.14930663,0.12046029,0.105035864,0.12365724,-0.15240404,0.17848366,0.13317026,-0.08752918,0.056669664,-0.013558092,0.04828172,0.022417493,0.11966372,0.008779862,0.016337838,-0.085816905
Valero_Energy,-0.049848795,0.030295245,-0.093675144,0.0352417,0.12583622,0.046436075,0.25986114,0.18514447,0.1776097,-0.14345883,0.004726691,-0.088549614,-0.015514811,-0.16266008,-0.15900151,0.05897843,-0.10831088,0.06342779,0.09196886,-0.13272028,0.15690723,-0.06961578,0.08483861,0.14649387,-0.20053667,0.2455704,-0.053682406,-0.035866123,0.22645043,0.069348626,0.0664414,-0.07184603,0.1718443,0.045489594,-0.10298244,0.10031991,0.07310653,-0.025895622,-0.046716068,-0.1110597,0.027766295,0.06582077,0.048371077,-0.044870123,0.26699066,-0.070069835,0.1381661,-0.047767933,-0.21746543,-0.17698137,0.002143766,-0.045060113,-0.068170704,-0.123898216,0.1497417,0.122772895,-0.070238404,0.10187787,-0.14232947,-0.058257096,-0.04578312,-0.02687376,0.007914077,-0.08943338,-0.04920268,-0.045202542,0.0828884,0.17405775,0.035771858,-0.0035147287,0.044542972,0.065061204,0.072353,-0.08680874,0.13175441,-0.017461663,0.017840225,0.034819663,-0.006397967,0.03998697,-0.17457438
Marubeni,-0.065761276,-0.04888626,0.074105844,0.11429004,-0.04334032,-0.15322812,0.2902542,0.22278702,-0.034906954,0.12215136,0.124229714,-0.06207563,0.04918705,-0.10007143,0.021028223,0.18852456,0.022921141,0.010273811,0.00886335,-0.07011052,-0.027313398,-0.08912865,0.17295471,0.13242112,0.0039196033,0.17372186,-0.17368908,0.09456027,0.05888247,-0.26719585,0.08936554,-0.108028084,0.09218955,0.122966185,0.06301121,-0.14367768,0.008500657,0.005385289,-0.051471706,-0.24709292,-0.17723267,-0.07426646,-0.053356033,-0.031562217,0.046610214,-0.05338178,-0.057027202,-0.14044246,-0.14220387,0.049372446,-0.059412513,0.024743086,-0.029181967,-0.07146155,0.07143527,0.08134224,-0.06070005,-0.14650379,-0.122742236,-0.0042761588,-0.006620983,0.0425615,0.026939383,-0.031835154,0.00041334328,-0.24648352,0.21160194,0.08418957,0.015359391,-0.0036150906,0.0126113035,0.17169055,-0.1079691,0.006304575,0.09094371,0.14030176,0.14169103,0.09431242,-0.038543265,-0.12979469,0.08656155
Toyota_Tsusho,-0.20996915,-0.12738255,0.06834305,-0.050688755,-0.011593228,-0.015975975,0.076531634,-0.0037369828,0.038126614,0.0010583831,0.019836733,-0.0031551474,-0.023259815,0.012407451,0.14356205,0.13603008,-0.07617305,0.057281174,-0.028876085,-0.077529676,0.084888436,-0.026127236,0.21774164,0.09307151,0.057315756,0.080879085,-0.11859539,0.08227573,0.087263554,-0.2538173,0.03594644,-0.07383881,0.21819942,0.015654674,-0.03421699,-0.21714257,-0.15449265,-0.020915348,-0.10926187,-0.19371846,-0.07521119,0.046936594,-0.07528186,0.009389495,0.114175856,-0.13654277,0.100743584,-0.10565094,-0.1404483,0.026806915,0.16767421,0.056711502,0.00838328,-0.13137639,-0.025900539,0.028443871,0.064193994,-0.052155808,-0.05625797,0.20135155,-0.10347841,0.03670981,0.10434512,0.05279401,0.09940091,-0.22948039,0.2866507,0.13136446,0.10060681,-0.049449466,0.08290789,0.15641402,0.04960029,0.12229618,0.05152731,0.11486021,0.22990365,0.107751206,-0.054233637,-0.06782949,0.024899736
Manulife_Financial,-0.03669359,0.06541764,0.1032469,0.16213368,0.063881546,0.12781204,-0.10436054,0.092112705,-0.024264269,-0.25451967,0.0011378028,0.0039427294,0.21476749,-0.14921679,0.1278593,0.16805704,-0.03975367,-0.1644716,0.022767955,0.16107891,-0.27459896,-0.27156618,-0.016184062,0.19983841,0.15093324,0.09997007,0.11996104,-0.07738336,0.0058220644,-0.13403124,-0.0052278754,-0.07289029,-0.08539265,-0.063484654,0.061219163,0.021976948,-0.014183908,-0.3454841,0.020923689,-0.18414623,-0.112521954,-0.003928234,0.0351176,0.004773641,0.030942652,0.06214184,0.0031745515,-0.05865021,-0.033084936,0.12511797,0.049283184,0.09382743,-0.04355022,0.010660155,0.053341176,-0.10188597,-0.1908776,0.06314223,-0.02838031,-0.11662081,-0.0100489175,0.12543839,0.16268802,-0.044548485,-0.052715693,0.009331875,-0.15211092,0.11898987,0.0052135214,0.07615226,0.035426684,-0.008669001,-0.023020383,-0.108822204,-0.093817264,0.04546936,-0.05035535,0.075382866,0.009509316,0.034531362,0.06535534
Aegon,-0.07656868,0.019776586,-0.070940256,0.036255307,0.25901774,0.16552389,0.20646945,-0.015524583,0.2245344,-0.20869562,-0.033696312,-0.0011158825,0.26728734,0.26990116,0.0121911345,0.06865692,0.14960872,-0.1370623,-0.0889259,-0.057369724,0.04391773,-0.16945489,0.06753966,0.115625486,0.23020421,0.045128636,0.14698249,0.092403695,-0.07063198,-0.10707895,0.0070077544,0.047881268,-0.12387971,0.12144145,0.06492441,-0.14614,-0.19124247,-0.08483159,-0.008910902,-0.16974244,-0.002912481,-0.029302755,0.082134336,0.03404479,-0.03524843,-0.012609794,0.048542645,-0.08765241,0.1379879,0.059658602,0.116897434,0.07812843,-0.022923518,-0.10015835,0.10568381,-0.10329945,-0.061801653,0.1801271,0.04516428,-0.13015077,-0.10885196,0.06534058,0.034717415,0.0022763014,-0.029731482,0.17548817,-0.057556596,-0.08933064,0.054657914,-0.12945294,0.008756645,0.041321963,-0.084500514,-0.04116865,0.0759059,0.061848,-0.06541293,-0.08914878,0.006372994,0.07461804,0.06504574
Boeing,-0.127992,-0.31341082,-0.20787877,-0.0440942,0.04563852,-0.061163113,0.10735911,-0.07547535,0.1435962,-0.19503577,0.042289272,0.10057925,-0.001474823,-0.053545274,0.084024005,-0.05886637,-0.13535292,-0.15833844,0.10798779,-0.073910564,0.0048600584,-0.11604767,-0.12831116,0.18624452,-0.16695955,0.12437252,-0.14273615,-0.057313792,0.09651723,-0.024647456,0.06712329,0.1586782,0.06609249,0.054056805,0.07309098,0.2135247,-0.072747506,0.018873148,0.039862905,-0.04778279,-0.0392437,0.0071951523,-0.007329742,-0.007684247,0.28683856,-0.024033228,0.19806126,-0.15245436,-0.08441275,0.0031571987,0.07627801,0.09865872,-0.113976136,-0.06340447,-0.1369692,-0.16992594,-0.06831121,0.07265166,-0.03626901,0.087225266,0.012519567,0.11344022,-0.11447162,0.033753112,-0.08082955,0.05333907,0.03429683,0.05100816,-0.011947451,-0.013949393,0.052449483,0.058737855,0.19057567,0.15328038,0.055822562,0.1522524,0.13888845,-0.052265547,-0.07402656,-0.09183511,-0.10712607
